unique_id,long,lat,year,source,crop,treatment,n_kgpha,p_kgpha,k_kgpha,grain_yield_kgpha
2565_443,39.653183,11.354933,2020,ARARI,Teff,Control,0,0,0,14
2563_441,39.667117,11.3751,2020,ARARI,Teff,Control,0,0,0,16
2465_402,37.7038,7.492133,2020,SARI,Teff,Control,0,0,0,18
2509_418,39.67725,11.366533,2020,ARARI,Teff,Control,0,0,0,20
2510_419,39.6646,11.371717,2020,ARARI,Teff,Control,0,0,0,22
2561_440,39.66325,11.37245,2020,ARARI,Teff,Control,0,0,0,35
2564_442,39.670967,11.3792,2020,ARARI,Teff,Control,0,0,0,41
EIAR_150_1635,37.84752,8.28514,2021,EIAR,Teff,NKSZnB,75,25,49.8,43.66666667
EIAR_150_1640,37.84752,8.28514,2021,EIAR,Teff,Control,0,0,0,46.5625
EIAR_150_1641,37.84752,8.28514,2021,EIAR,Teff,Control,0,0,0,48.35416667
2508_417,39.667533,11.35865,2020,ARARI,Teff,Control,0,0,0,50
2511_420,39.661,11.369,2020,ARARI,Teff,Control,0,0,0,53
1149_20,38.93871,8.72777,2020,ICRISAT,Teff,Control,0,0,0,67
1232_58,37.941433,7.629233,2020,SARI,Teff,Control,0,0,0,74
1323_99,37.67785,7.1351,2020,SARI,Teff,Control,0,0,0,80
ARARI_64_818,37.619194,11.213111,2021,ARARI,Teff,Control,0,0,0,82.5
EIAR_151_1666,37.82789,8.36862,2021,EIAR,Teff,Control,0,0,0,117.03125
1381_115,37.704817,7.119383,2020,SARI,Teff,Control,0,0,0,126
1320_96,37.6874,7.135433,2020,SARI,Teff,Control,0,0,0,139
1655_185,37.729203,10.419477,2020,ARARI,Teff,Control,0,0,0,139
ARARI_66_877,37.473222,11.296583,2021,ARARI,Teff,Control,0,0,0,147.5
EIAR_184_2645,38.248028,8.979167,2021,EIAR,Teff,Control,0,0,0,156.875
EIAR_150_1634,37.84752,8.28514,2021,EIAR,Teff,NKSZnB,75,25,49.8,160.2604167
OARI_100_3426,37.377,9.526,2021,OARI,Teff,Control,0,0,0,165.7344319
1231_57,37.941933,7.6282,2020,SARI,Teff,Control,0,0,0,167
EIAR_155_1775,37.81002,8.304098,2021,EIAR,Teff,Control,0,0,0,170.5104167
EIAR_150_1639,37.84752,8.28514,2021,EIAR,Teff,Control,0,0,0,177.5208333
1809_250,37.805883,7.506383,2020,SARI,Teff,Control,0,0,0,180
ARARI_64_813,37.619194,11.213111,2021,ARARI,Teff,PKSZnB,0,20.1,49.8,180.8333333
1233_59,37.941367,7.629167,2020,SARI,Teff,Control,0,0,0,185
1656_186,37.735594,10.415868,2020,ARARI,Teff,Control,0,0,0,185
1379_113,37.691983,7.14245,2020,SARI,Teff,Control,0,0,0,190
2706_489,37.77,12.452,2020,ARARI,Teff,Control,0,0,0,200
ARARI_64_811,37.619194,11.213111,2021,ARARI,Teff,PKSZnB,0,20.1,49.8,208.3333333
ARARI_64_819,37.619194,11.213111,2021,ARARI,Teff,Control,0,0,0,209.1666667
1147_19,38.93707,8.72759,2020,ICRISAT,Teff,Control,0,0,0,217
1804_245,37.805883,7.506383,2020,SARI,Teff,Control,0,0,0,219
OARI_117_3779,35.23414,9.05081,2021,OARI,Teff,PKSZnB,0,20.1,49.8,222.2222222
2527_424,39.667117,11.3751,2020,ARARI,Teff,NPSZnB,60,16.6,0,229
2526_423,39.66325,11.37245,2020,ARARI,Teff,NPSZnB,60,16.6,0,229
1808_249,37.805883,7.506383,2020,SARI,Teff,Control,0,0,0,231
ARARI_66_871,37.473222,11.296583,2021,ARARI,Teff,PKSZnB,0,20.1,49.8,244.1666667
2637_471,39.661983,11.372533,2020,ARARI,Teff,Control,0,0,0,246
1382_116,37.6865,7.14245,2020,SARI,Teff,Control,0,0,0,250
2709_491,37.763,12.441,2020,ARARI,Teff,Control,0,0,0,250
EIAR_152_1693,37.95051,8.31853,2021,EIAR,Teff,Control,0,0,0,250
SARI_47_4373,37.645,8.262,2021,SARI,Teff,NP,92,30.1,0,250
SARI_54_4583,37.713,8.28,2021,SARI,Teff,NP,92,30.1,0,250
SARI_54_4578,37.713,8.28,2021,SARI,Teff,PKSZnB,0,30.1,49.8,250
2707_490,37.77,12.452,2020,ARARI,Teff,Control,0,0,0,256
1485_149,37.704817,7.119383,2020,SARI,Teff,Control,0,0,0,257
ARARI_63_789,37.594222,11.199083,2021,ARARI,Teff,Control,0,0,0,262.5
1151_22,38.92435,8.73108,2020,ICRISAT,Teff,Control,0,0,0,264
1805_246,37.813317,7.508933,2020,SARI,Teff,Control,0,0,0,265
EIAR_153_1721,37.86945,8.24482,2021,EIAR,Teff,Control,0,0,0,267.8125
EIAR_154_1741,37.84864,8.32194,2021,EIAR,Teff,NPSZnB,75,25,0,268.5520833
ARARI_63_783,37.594222,11.199083,2021,ARARI,Teff,PKSZnB,0,20.1,49.8,272.5
EIAR_169_2194,37.91365,8.96672,2021,EIAR,Teff,Control,0,0,0,272.5
ARARI_67_909,37.481417,11.292639,2021,ARARI,Teff,Control,0,0,0,274.1666667
ARARI_66_878,37.473222,11.296583,2021,ARARI,Teff,Control,0,0,0,275
ARARI_66_873,37.473222,11.296583,2021,ARARI,Teff,PKSZnB,0,20.1,49.8,286.6666667
2363_377,37.343,7.76161,2020,ICRISAT,Teff,Control,0,0,0,290
ARARI_62_759,37.592833,11.161028,2021,ARARI,Teff,Control,0,0,0,290.8333333
OARI_100_3424,37.377,9.526,2021,OARI,Teff,NP,69,20.1,0,292.7964799
EIAR_204_3246,38.915,8.266,2021,EIAR,Teff,Control,0,0,0,293.3333333
2365_379,37.339493,7.756999,2020,ICRISAT,Teff,Control,0,0,0,294
EIAR_150_1633,37.84752,8.28514,2021,EIAR,Teff,NKSZnB,75,25,49.8,294.7916667
1230_56,38.260533,7.629483,2020,SARI,Teff,Control,0,0,0,296
ARARI_67_908,37.481417,11.292639,2021,ARARI,Teff,Control,0,0,0,297.5
12055_38.414315_9.827491,38.414315,9.827491,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,300.7275
12760_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,N,138,0,0,300.7877238
12481_39.194915_8.718477,39.194915,8.718477,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,301.1253197
12715_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,301.2506394
12566_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,301.314578
12048_38.414315_9.827491,38.414315,9.827491,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,301.785
1860_259,37.134133,7.502567,2020,SARI,Teff,Control,0,0,0,302
12807_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,302.6419437
12747_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,302.665601
12628_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,303.7014066
2775_517,37.768,12.438,2020,ARARI,Teff,Control,0,0,0,304
8834_38.988469_8.657353,38.988469,8.657353,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPKSZnB,60,17.03056769,17.3553719,305
19759_37.040804_10.654214,37.040804,10.654214,2011,Cascape,Teff,Control,0,0,0,306
1380_114,37.704817,7.119383,2020,SARI,Teff,Control,0,0,0,306
2635_469,39.666167,11.374317,2020,ARARI,Teff,Control,0,0,0,306
12742_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,306.1086957
EIAR_153_1720,37.86945,8.24482,2021,EIAR,Teff,Control,0,0,0,306.75
12550_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,306.8222506
1458_140,38.56877,8.18828,2020,ICRISAT,Teff,Control,0,0,0,308
12523_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,308.2768542
12671_39.174439_8.798595,39.174439,8.798595,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,309.0140665
19409_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,N,92,0,0,310
19558_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,310
EIAR_153_1716,37.86945,8.24482,2021,EIAR,Teff,NKSZnB,75,25,49.8,310.8333333
16578_36.923531_11.315188,36.923531,11.315188,2007,P_calibration NSRC,Teff,N,46,0,0,311.1111111
12496_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,N,138,0,0,311.3638107
12794_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,311.6662404
OARI_100_3425,37.377,9.526,2021,OARI,Teff,Control,0,0,0,311.8563494
12815_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,311.943734
2634_468,39.653367,11.355717,2020,ARARI,Teff,Control,0,0,0,312
14824_38.218389_10.320614,38.218389,10.320614,2003,P_calibration NSRC,Teff,P,0,10.04366812,0,312.2222222
9154_37.728777_7.068563,37.728777,7.068563,2015,ATA_Balanced_Fertilizer_Trial,Teff,NP,64,20.08733624,0,312.5
9157_37.728777_7.068563,37.728777,7.068563,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPSZnB,63,14.84716157,0,312.5
14959_38.220756_10.330885,38.220756,10.330885,2003,P_calibration NSRC,Teff,P,0,40.17467249,0,313.3333333
12665_39.174439_8.798595,39.174439,8.798595,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,313.362532
12533_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,313.8241688
12594_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,315.2237852
12818_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,315.3471867
12551_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,316.1867008
16288_36.91021_11.915,36.91021,11.915,2004,P_calibration NSRC,Teff,P,0,10.04366812,0,316.2222222
13377_38.724109_9.697782,38.724109,9.697782,2007,P_calibration NSRC,Teff,NP,46,40.17467249,0,318.25
19738_37.359488_10.707723,37.359488,10.707723,2011,Cascape,Teff,Control,0,0,0,319
ARARI_66_868,37.473222,11.296583,2021,ARARI,Teff,NKSZnB,80,0,49.8,319.1666667
9127_37.721225_7.062321,37.721225,7.062321,2014,ATA_Balanced_Fertilizer_Trial,Teff,NPSZnB,63,15.28384279,0,320
19531_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,N,46,0,0,320
12602_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,N,92,0,0,320.0473146
ARARI_61_727,37.831419,11.042611,2021,ARARI,Teff,Control,0,0,0,320.8333333
ARARI_66_870,37.473222,11.296583,2021,ARARI,Teff,NKSZnB,80,0,49.8,321.6666667
15554_38.268846_14.115534,38.268846,14.115534,2003,P_calibration NSRC,Teff,P,0,10.04366812,0,322.2222222
15815_38.217695_14.132348,38.217695,14.132348,2003,P_calibration NSRC,Teff,NP,46,10.04366812,0,322.2222222
12564_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,Control,0,0,0,322.8420716
2484_410,39.667533,11.35865,2020,ARARI,Teff,NPKSZnB,60,16.6,46.5,323
12582_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,323.0939898
12520_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,324.0262148
12645_39.174439_8.798595,39.174439,8.798595,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,324.2250639
13391_38.724109_9.697782,38.724109,9.697782,2007,P_calibration NSRC,Teff,P,0,40.17467249,0,324.25
12751_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,324.4769821
12596_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,138,40.17467249,0,324.7749361
ARARI_65_849,37.589889,11.229833,2021,ARARI,Teff,Control,0,0,0,325.8333333
EIAR_153_1722,37.86945,8.24482,2021,EIAR,Teff,Control,0,0,0,325.9479167
2631_467,39.667533,11.35865,2020,ARARI,Teff,Control,0,0,0,326
12531_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,326.1278772
12757_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,N,92,0,0,326.665601
12810_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,327.1707161
12700_39.176366_8.804721,39.176366,8.804721,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,327.4852941
12502_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,327.9539642
10184_38.705753_10.526886,38.705753,10.526886,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,328.6555556
2364_378,37.339493,7.756999,2020,ICRISAT,Teff,Control,0,0,0,329
12590_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,329.2774936
15676_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,92,10.04366812,0,330
19546_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,330
12634_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,330.9398977
12543_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,N,138,0,0,331.5601023
12501_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,332.0070332
ARARI_65_848,37.589889,11.229833,2021,ARARI,Teff,Control,0,0,0,332.5
OARI_117_3785,35.23414,9.05081,2021,OARI,Teff,Control,0,0,0,333.3333333
SARI_54_4577,37.713,8.28,2021,SARI,Teff,NKSZnB,92,0,49.8,333.3333333
15668_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,62,20.08733624,0,333.3333333
15671_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,46,10.04366812,0,333.3333333
15688_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,138,20.08733624,0,333.3333333
15761_38.250477_14.128815,38.250477,14.128815,2003,P_calibration NSRC,Teff,N,46,0,0,333.3333333
16583_36.923531_11.315188,36.923531,11.315188,2007,P_calibration NSRC,Teff,Control,0,0,0,333.3333333
16594_36.923531_11.315188,36.923531,11.315188,2007,P_calibration NSRC,Teff,N,46,0,0,333.3333333
16598_36.923531_11.315188,36.923531,11.315188,2007,P_calibration NSRC,Teff,N,138,0,0,333.3333333
16601_36.946246_11.371306,36.946246,11.371306,2007,P_calibration NSRC,Teff,Control,0,0,0,333.3333333
16655_36.918134_11.357764,36.918134,11.357764,2007,P_calibration NSRC,Teff,Control,0,0,0,333.3333333
16902_36.929465_11.359279,36.929465,11.359279,2007,P_calibration NSRC,Teff,N,46,0,0,333.3333333
16916_36.929465_11.359279,36.929465,11.359279,2007,P_calibration NSRC,Teff,NP,92,10.04366812,0,333.3333333
16917_36.929465_11.359279,36.929465,11.359279,2007,P_calibration NSRC,Teff,P,0,40.17467249,0,333.3333333
12753_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,Control,0,0,0,334.2570332
14836_38.218389_10.320614,38.218389,10.320614,2003,P_calibration NSRC,Teff,P,0,20.08733624,0,334.4444444
12614_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,334.8254476
ARARI_66_879,37.473222,11.296583,2021,ARARI,Teff,Control,0,0,0,335
12677_39.176366_8.804721,39.176366,8.804721,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,335.6508951
12728_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,336.5031969
ARARI_64_817,37.619194,11.213111,2021,ARARI,Teff,Control,0,0,0,336.6666667
12244_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,Control,0,0,0,337.3
12623_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,N,46,0,0,337.4993606
14801_38.218389_10.320614,38.218389,10.320614,2003,P_calibration NSRC,Teff,Control,0,0,0,338.8888889
15555_38.268846_14.115534,38.268846,14.115534,2003,P_calibration NSRC,Teff,P,0,20.08733624,0,338.8888889
12631_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,339.8599744
19341_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,N,138,0,0,340
19361_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,340
19528_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,340
19545_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,Control,0,0,0,340
12518_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,341.629156
12762_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,342.2423274
12585_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,342.4207161
12575_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,343.0326087
15747_38.250477_14.128815,38.250477,14.128815,2003,P_calibration NSRC,Teff,NP,138,10.04366812,0,344.4444444
12573_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,138,40.17467249,0,344.7391304
12504_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,N,92,0,0,344.7992327
OARI_123_3906,40.37,8.50539,2021,OARI,Teff,NPKSB,69,20.1,49.8,345.4545455
16310_36.91021_11.915,36.91021,11.915,2004,P_calibration NSRC,Teff,P,0,20.08733624,0,345.5555556
12473_39.194915_8.718477,39.194915,8.718477,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,345.7404092
12587_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,346.019821
12516_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,346.1835038
12561_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,N,138,0,0,346.2915601
10272_38.718733_10.546041,38.718733,10.546041,2006,P_calibration NSRC,Teff,Control,0,0,0,346.6666667
13384_38.724109_9.697782,38.724109,9.697782,2007,P_calibration NSRC,Teff,NP,46,10.04366812,0,347.25
12515_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,348.2813299
12529_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,348.5792839
12586_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,92,40.17467249,0,348.620844
2528_425,39.670967,11.3792,2020,ARARI,Teff,NPSZnB,60,16.6,0,349
12490_39.194915_8.718477,39.194915,8.718477,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,349.5652174
19548_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,350
19553_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,N,92,0,0,350
28750_37.480591_10.785528,37.480591,10.785528,2015,ARARI_NPKS_Trial,Teff,PKSZnB,0,30.13,66.1157,350
29578_37.480591_10.785528,37.480591,10.785528,2015,ARARI_NPKS_Trial,Teff,NPKZnB,92,30.13100437,74.38,350
12524_39.181941_8.656755,39.181941,8.656755,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,351.0294118
OARI_100_3418,37.377,9.526,2021,OARI,Teff,NKSZnB,69,0,49.8,351.2442246
12046_38.414315_9.827491,38.414315,9.827491,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,351.6025
OARI_117_3783,35.23414,9.05081,2021,OARI,Teff,NP,69,20.1,0,351.8518519
1267_73,37.93925,7.63,2020,SARI,Teff,Control,0,0,0,352
12624_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,138,10.04366812,0,352.1144501
12569_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,353.2634271
12802_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,354.5684143
15666_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,46,40.17467249,0,355.5555556
16570_36.923531_11.315188,36.923531,11.315188,2007,P_calibration NSRC,Teff,P,0,10.04366812,0,355.5555556
16866_36.934349_11.367492,36.934349,11.367492,2007,P_calibration NSRC,Teff,N,46,0,0,355.5555556
16914_36.929465_11.359279,36.929465,11.359279,2007,P_calibration NSRC,Teff,P,0,10.04366812,0,355.5555556
28204_38.284468_8.680174,38.284468,8.680174,2015,OARI_NPKS_Trial,Teff,PKSZnB,0,30.13,66.1157,355.75
1139_17,38.92435,8.73108,2020,ICRISAT,Teff,NP,60,16.6,0,356
12746_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,356.0396419
12664_39.174439_8.798595,39.174439,8.798595,2006,P_calibration NSRC,Teff,NP,92,40.17467249,0,356.4149616
12699_39.176366_8.804721,39.176366,8.804721,2006,P_calibration NSRC,Teff,NP,138,40.17467249,0,356.6272379
1611_178,37.730203,10.416226,2020,ARARI,Teff,Control,0,0,0,357
ARARI_61_721,37.831419,11.042611,2021,ARARI,Teff,PKSZnB,0,30.1,49.8,357.5
12759_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,358.721867
8831_38.988469_8.657353,38.988469,8.657353,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPKSB,60,17.90393013,17.3553719,360
21170_37.377995_12.472146,37.377995,12.472146,2016,SG 2000,Teff,NPKS,65,16.59,50,360
21186_37.213633_12.318353,37.213633,12.318353,2016,SG 2000,Teff,NPKS,65,16.59,50,360
21191_37.284484_12.306717,37.284484,12.306717,2016,SG 2000,Teff,NPKS,65,16.59,50,360
21196_37.235064_12.328518,37.235064,12.328518,2016,SG 2000,Teff,NPKS,65,16.59,50,360
21197_37.240875_12.300208,37.240875,12.300208,2016,SG 2000,Teff,NPKS,65,16.59,50,360
23212_37.368672_12.464555,37.368672,12.464555,2017,SG 2000,Teff,NPS,65,16.59,0,360
23216_37.364198_12.459984,37.364198,12.459984,2017,SG 2000,Teff,NPS,65,16.59,0,360
23217_37.332197_12.356372,37.332197,12.356372,2017,SG 2000,Teff,NPS,65,16.59,0,360
23219_37.332197_12.356372,37.332197,12.356372,2017,SG 2000,Teff,NPS,65,16.59,0,360
23225_37.238187_12.354026,37.238187,12.354026,2017,SG 2000,Teff,NPS,65,16.59,0,360
23227_37.25208_12.355925,37.25208,12.355925,2017,SG 2000,Teff,NPS,65,16.59,0,360
23231_37.177847_12.333999,37.177847,12.333999,2017,SG 2000,Teff,NPS,65,16.59,0,360
23232_37.213791_12.355447,37.213791,12.355447,2017,SG 2000,Teff,NPS,65,16.59,0,360
23237_37.259568_12.302539,37.259568,12.302539,2017,SG 2000,Teff,NPS,65,16.59,0,360
23240_37.240875_12.300208,37.240875,12.300208,2017,SG 2000,Teff,NPS,65,16.59,0,360
EIAR_202_3180,38.922,8.277,2021,EIAR,Teff,PKSZnB,0,30.1,49.8,360
12549_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,360.2487212
1319_95,37.7071,7.124033,2020,SARI,Teff,Control,0,0,0,361
16301_36.91021_11.915,36.91021,11.915,2004,P_calibration NSRC,Teff,P,0,40.17467249,0,361.8888889
12611_39.245303_8.632055,39.245303,8.632055,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,362.2269821
12532_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,362.6310742
EIAR_134_1179,37.99355,10.34004,2021,EIAR,Teff,Control,0,0,0,362.962963
12756_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,363.7576726
1293_87,37.67785,7.1351,2020,SARI,Teff,NPKSZnB,60,16.6,46.5,364
12470_39.194915_8.718477,39.194915,8.718477,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,364.3996164
12716_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,364.7659847
12544_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,N,92,0,0,364.8765985
12775_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,364.9673913
15697_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NPK,46,10.04366812,49.58677686,366.6666667
16906_36.929465_11.359279,36.929465,11.359279,2007,P_calibration NSRC,Teff,NP,46,40.17467249,0,366.6666667
12562_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,367.0262148
14936_38.210254_10.327055,38.210254,10.327055,2003,P_calibration NSRC,Teff,P,0,40.17467249,0,367.7777778
EIAR_148_1585,37.69105,8.32712,2021,EIAR,Teff,Control,0,0,0,367.9166667
12725_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NP,138,40.17467249,0,368.5421995
12547_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,369.7455243
19529_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,370
28302_38.905523_8.65667,38.905523,8.65667,2014,OARI_NPKS_Trial,Teff,PKSZnB,0,30.13,66.1157,370
1321_97,37.6979,7.13915,2020,SARI,Teff,Control,0,0,0,370
12600_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,N,46,0,0,370.205243
12720_39.175237_8.758412,39.175237,8.758412,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,370.2480818
OARI_117_3773,35.23414,9.05081,2021,OARI,Teff,NPSZnB,69,20.1,0,370.3703704
12570_39.212089_8.623168,39.212089,8.623168,2006,P_calibration NSRC,Teff,N,92,0,0,371.0031969
12790_39.200308_8.626285,39.200308,8.626285,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,371.2225064
12536_39.201675_8.756444,39.201675,8.756444,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,371.2966752
9165_37.835937_5.437417,37.835937,5.437417,2014,ATA_Balanced_Fertilizer_Trial,Teff,NPSB,64,23.58078603,0,371.3
12489_39.194915_8.718477,39.194915,8.718477,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,371.4002558
12682_39.176366_8.804721,39.176366,8.804721,2006,P_calibration NSRC,Teff,NP,92,40.17467249,0,371.7078005
12748_39.240625_8.791073,39.240625,8.791073,2006,P_calibration NSRC,Teff,NP,92,20.08733624,0,371.8765985
1457_139,38.57224,8.19047,2020,ICRISAT,Teff,Control,0,0,0,372
15782_38.260433_14.123996,38.260433,14.123996,2003,P_calibration NSRC,Teff,NP,138,40.17467249,0,372.2222222
