unique_id,long,lat,year,source,crop,treatment,n_kgpha,p_kgpha,k_kgpha,grain_yield_kgpha
EIAR_203_3192,38.915,8.266,2021,EIAR,Teff,NPKSZnB,92,30.1,49.8,1086.666667
19619_36.9485525_11.5208347222222,36.9485525,11.52083472,2013,Cascape,Teff,P,0,55,0,1086.956522
19634_36.9485525_11.5208347222222,36.9485525,11.52083472,2013,Cascape,Teff,K,0,0,75,1086.956522
29103_39.300583_10.432341,39.300583,10.432341,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,92,50.21834061,74.38,1087
28556_38.422078_11.807463,38.422078,11.807463,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1087.3
EIAR_189_2795,37.96181,8.47231,2021,EIAR,Teff,Control,0,0,0,1087.350694
OARI_95_4175,36.10903,8.50592,2021,OARI,Teff,NKSZnB,69,0,49.8,1087.5
OARI_96_4197,36.11506,8.41169,2021,OARI,Teff,NPKSB,69,30.1,49.8,1087.5
14849_38.24947_10.297861,38.24947,10.297861,2003,P_calibration NSRC,Teff,N,138,0,0,1087.777778
EIAR_196_2998,38.2505,8.69964,2021,EIAR,Teff,PKSZnB,0,30.1,49.8,1087.777778
24355_38.486013_14.122179,38.486013,14.122179,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1088
24499_38.486013_14.122179,38.486013,14.122179,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1088
OARI_109_3540,39.18457,8.69283,2021,OARI,Teff,PKSZnB,0,20.1,49.8,1088
28301_38.905523_8.65667,38.905523,8.65667,2014,OARI_NPKS_Trial,Teff,NPKSZnB,138,30.13,66.1157,1088.3
ARARI_63_786,37.594222,11.199083,2021,ARARI,Teff,NP,80,20.1,0,1088.333333
15622_38.234818_14.120581,38.234818,14.120581,2003,P_calibration NSRC,Teff,P,0,40.17467249,0,1088.888889
15656_38.25121_14.142155,38.25121,14.142155,2003,P_calibration NSRC,Teff,NP,92,20.08733624,0,1088.888889
15778_38.260433_14.123996,38.260433,14.123996,2003,P_calibration NSRC,Teff,NP,92,40.17467249,0,1088.888889
16628_36.946246_11.371306,36.946246,11.371306,2007,P_calibration NSRC,Teff,NP,92,10.04366812,0,1088.888889
16677_36.912651_11.542521,36.912651,11.542521,2007,P_calibration NSRC,Teff,NP,138,10.04366812,0,1088.888889
34343_36.490764_8.744903,36.490764,8.744903,1997,Deressa et al. 2004,Teff,NP,15,10,0,1089
ARARI_60_702,37.854889,11.050019,2021,ARARI,Teff,NPS,46,30.1,0,1089.166667
ARARI_66_858,37.473222,11.296583,2021,ARARI,Teff,NPKSZn,80,20.1,49.8,1089.166667
6530_39.7624_12.8371,39.7624,12.8371,2016,ISFM-2016,Teff,NPSB_Org,15.33333333,16.59388646,0,1090
9163_37.870151_5.423996,37.870151,5.423996,2014,ATA_Balanced_Fertilizer_Trial,Teff,NPKSZnB,63,17.03056769,17.3553719,1090
19425_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,1090
29501_38.422078_11.807463,38.422078,11.807463,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,92,30.13100437,74.38,1090
OARI_107_3463,39.21663,8.71848,2021,OARI,Teff,NPKSZnB,69,20.1,49.8,1090
OARI_109_3542,39.18457,8.69283,2021,OARI,Teff,NP,69,20.1,0,1090
OARI_124_3941,40.18358,8.34435,2021,OARI,Teff,NPKZnB,69,20.1,49.8,1090.909091
19788_36.905458_11.321374,36.905458,11.321374,2011,Cascape,Teff,NP,64,20.09,0,1091
EIAR_191_2843,37.961611,8.490194,2021,EIAR,Teff,NPSZnB,92,30.1,0,1091.435185
14899_38.199687_10.320712,38.199687,10.320712,2003,P_calibration NSRC,Teff,NP,46,40.17467249,0,1092.222222
15900_37.665135_8.285338,37.665135,8.285338,1996,P_calibration NSRC,Teff,NP,46,20.08733624,0,1092.222222
15927_37.647006_8.295078,37.647006,8.295078,1996,P_calibration NSRC,Teff,P,0,10.04366812,0,1092.222222
OARI_111_3605,38.76669,8.15468,2021,OARI,Teff,Control,0,0,0,1092.5
EIAR_139_1331,38.0115,10.23323,2021,EIAR,Teff,NPS,92,30.1,0,1092.592593
OARI_118_3805,35.22099,9.00964,2021,OARI,Teff,NKSZnB,69,0,49.8,1092.592593
EIAR_165_2057,39.03,8.715,2021,EIAR,Teff,NPKSB,92,30.1,49.8,1093.333333
EIAR_204_3223,38.915,8.266,2021,EIAR,Teff,NPKSZn,92,30.1,49.8,1093.333333
EIAR_208_3365,38.959,8.327,2021,EIAR,Teff,Control,0,0,0,1093.333333
15857_37.678326_8.297971,37.678326,8.297971,1996,P_calibration NSRC,Teff,N,138,0,0,1093.333333
28294_38.905523_8.65667,38.905523,8.65667,2014,OARI_NPKS_Trial,Teff,NPKSZnB,138,30.13,66.1157,1093.5
22915_37.001526_12.238873,37.001526,12.238873,2017,SG 2000,Teff,NPS,69.6,16.59,0,1093.6
OARI_90_4037,37.1518,8.1774,2021,OARI,Teff,NPS,92,30.1,0,1093.75
16399_36.880171_12.009017,36.880171,12.009017,2004,P_calibration NSRC,Teff,P,0,20.08733624,0,1093.777778
EIAR_142_1412,38.06449,10.23919,2021,EIAR,Teff,PKSZnB,0,30.1,49.8,1094.444444
28500_38.802424_14.040348,38.802424,14.040348,2016,TARI_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1094.545455
16080_37.612439_8.318691,37.612439,8.318691,1996,P_calibration NSRC,Teff,NP,46,20.08733624,0,1095.555556
EIAR_143_1440,38.05398,10.24402,2021,EIAR,Teff,NKSZnB,92,0,49.8,1095.740741
28258_38.320785_8.677037,38.320785,8.677037,2016,OARI_NPKS_Trial,Teff,NPKSZnB,115,30.13,66.1157,1095.75
28560_38.422078_11.807463,38.422078,11.807463,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,138,30.13,66.1157,1096.3
16329_36.826485_12.005726,36.826485,12.005726,2004,P_calibration NSRC,Teff,P,0,40.17467249,0,1096.444444
EIAR_163_1991,38.749,8.853,2021,EIAR,Teff,NPKSZnB,92,30.1,49.8,1096.666667
16491_36.85328_12.003661,36.85328,12.003661,2004,P_calibration NSRC,Teff,NP,138,20.08733624,0,1096.777778
OARI_107_3484,39.21663,8.71848,2021,OARI,Teff,NP,69,20.1,0,1097.5
20128_36.397655_7.780556,36.397655,7.780556,2011,Cascape,Teff,NPSCa,64,20,0,1097.75
OARI_107_3481,39.21663,8.71848,2021,OARI,Teff,PKSZnB,0,20.1,49.8,1098
28583_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,23,30.13,66.1157,1098.25
16381_36.861487_11.977816,36.861487,11.977816,2004,P_calibration NSRC,Teff,P,0,10.04366812,0,1098.777778
14992_38.225359_10.316468,38.225359,10.316468,2003,P_calibration NSRC,Teff,N,46,0,0,1098.888889
EIAR_152_1689,37.95051,8.31853,2021,EIAR,Teff,NKSZnB,75,25,49.8,1098.958333
19793_36.905458_11.321374,36.905458,11.321374,2011,Cascape,Teff,NP,50,30.13,0,1099
28597_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,23,30.13,66.1157,1099
29506_38.422078_11.807463,38.422078,11.807463,2014,ARARI_NPKS_Trial,Teff,NPKZnB,92,30.13100437,74.38,1099.5
14884_38.199687_10.320712,38.199687,10.320712,2003,P_calibration NSRC,Teff,N,46,0,0,1100
16829_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,92,20.08733624,0,1100
19460_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,1100
21640_38.779955_8.825827,38.779955,8.825827,2016,SG 2000,Teff,NPKS,65,16.59,50,1100
22272_38.657826_14.111601,38.657826,14.111601,2016,SG 2000,Teff,NPKSB,64.9,16.46,50,1100
22416_38.657826_14.111601,38.657826,14.111601,2016,SG 2000,Teff,NPKSB,64.9,16.46,50,1100
22907_39.770707_9.558672,39.770707,9.558672,2017,SG 2000,Teff,NPS,42,16.59,0,1100
24315_38.657826_14.111601,38.657826,14.111601,2017,SG 2000,Teff,NPSB,64.9,16.46,0,1100
24321_38.767014_14.139465,38.767014,14.139465,2017,SG 2000,Teff,NPSB,64.9,16.46,0,1100
24350_38.438614_14.109604,38.438614,14.109604,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24354_38.429378_14.078004,38.429378,14.078004,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24366_38.433114_14.10361,38.433114,14.10361,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24459_38.657826_14.111601,38.657826,14.111601,2017,SG 2000,Teff,NPSB,64.9,16.46,0,1100
24465_38.767014_14.139465,38.767014,14.139465,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24494_38.438614_14.109604,38.438614,14.109604,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24498_38.429378_14.078004,38.429378,14.078004,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
24510_38.433114_14.10361,38.433114,14.10361,2017,SG 2000,Teff,NPSZnB,63.8,15.59,0,1100
28298_38.905523_8.65667,38.905523,8.65667,2014,OARI_NPKS_Trial,Teff,NPKSZnB,69,30.13,66.1157,1100
EIAR_161_1938,39.055,8.786,2021,EIAR,Teff,NPKSB,92,30.1,49.8,1100
EIAR_198_3046,38.952,8.319,2021,EIAR,Teff,NPKSB,92,30.1,49.8,1100
EIAR_198_3051,38.952,8.319,2021,EIAR,Teff,NPKZnB,92,30.1,49.8,1100
EIAR_200_3108,38.972,8.324,2021,EIAR,Teff,NPKSB,92,30.1,49.8,1100
EIAR_203_3215,38.915,8.266,2021,EIAR,Teff,Control,0,0,0,1100
EIAR_207_3322,38.957,8.321,2021,EIAR,Teff,NPSZnB,92,30.1,0,1100
EIAR_208_3345,38.959,8.327,2021,EIAR,Teff,NPKSZn,92,30.1,49.8,1100
EIAR_208_3357,38.959,8.327,2021,EIAR,Teff,NKSZnB,92,0,49.8,1100
EIAR_209_3394,38.959,8.327,2021,EIAR,Teff,Control,0,0,0,1100
OARI_94_4150,36.10903,8.50592,2021,OARI,Teff,NP,69,30.1,0,1100
OARI_96_4194,36.11506,8.41169,2021,OARI,Teff,NPKSZn,69,30.1,49.8,1100
OARI_96_4208,36.11506,8.41169,2021,OARI,Teff,PKSZnB,0,30.1,49.8,1100
16355_36.861487_11.977816,36.861487,11.977816,2004,P_calibration NSRC,Teff,NP,138,40.17467249,0,1100.444444
14915_38.210254_10.327055,38.210254,10.327055,2003,P_calibration NSRC,Teff,NP,46,20.08733624,0,1101.111111
9104_38.860366_6.581061,38.860366,6.581061,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPSB,64,23.58078603,0,1101.3
OARI_92_4092,37.15,8.2088,2021,OARI,Teff,NP,92,30.1,0,1101.56
12035_38.414315_9.827491,38.414315,9.827491,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,1101.6975
EIAR_134_1170,37.99355,10.34004,2021,EIAR,Teff,NKSZnB,92,0,49.8,1101.851852
OARI_119_3837,35.17266,8.9921,2021,OARI,Teff,NKSZnB,69,0,49.8,1101.851852
12042_38.414315_9.827491,38.414315,9.827491,2006,P_calibration NSRC,Teff,NP,138,40.17467249,0,1101.9525
28591_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1102
ARARI_59_643,37.914719,11.029089,2021,ARARI,Teff,NPKSZnB,46,30.1,49.8,1102.5
OARI_112_3637,38.76669,8.15468,2021,OARI,Teff,NPS,46,20.1,0,1102.5
16364_36.861487_11.977816,36.861487,11.977816,2004,P_calibration NSRC,Teff,NP,46,40.17467249,0,1102.777778
10405_38.728857_10.549191,38.728857,10.549191,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,1103.133333
ARARI_64_815,37.619194,11.213111,2021,ARARI,Teff,NP,80,20.1,0,1103.333333
14861_38.24947_10.297861,38.24947,10.297861,2003,P_calibration NSRC,Teff,N,138,0,0,1103.333333
EIAR_148_1566,37.69105,8.32712,2021,EIAR,Teff,NPKSZnB,75,25,49.8,1103.4375
29844_38.744131_14.04453,38.744131,14.04453,2015,TARI_NPKS_Trial,Teff,NPKSZnB,92,30.13100437,29.75206612,1103.846
34340_36.490764_8.744903,36.490764,8.744903,1997,Deressa et al. 2004,Teff,N,15,0,0,1104
1928_280,37.559294,10.482483,2020,ARARI,Teff,NPSZnB,80,24.9,0,1104
28696_37.480591_10.785528,37.480591,10.785528,2015,ARARI_NPKS_Trial,Teff,PKSZnB,0,30.13,66.1157,1105
29164_37.480591_10.785528,37.480591,10.785528,2015,ARARI_NPKS_Trial,Teff,NKSZnB,92,0,74.38,1105
15625_38.234818_14.120581,38.234818,14.120581,2003,P_calibration NSRC,Teff,NP,46,10.04366812,0,1105.555556
15674_38.255855_14.098973,38.255855,14.098973,2003,P_calibration NSRC,Teff,NP,138,40.17467249,0,1105.555556
15790_38.260433_14.123996,38.260433,14.123996,2003,P_calibration NSRC,Teff,N,92,0,0,1105.555556
16150_37.636021_8.289864,37.636021,8.289864,1996,P_calibration NSRC,Teff,NP,46,40.17467249,0,1105.555556
28584_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1106
29039_38.802424_14.040348,38.802424,14.040348,2016,TARI_NPKS_Trial,Teff,NPKSZnB,92,10.04366812,74.38,1106.28
28429_38.744131_14.04453,38.744131,14.04453,2015,TARI_NPKS_Trial,Teff,NPKSZnB,23,30.13,66.1157,1106.41
EIAR_161_1952,39.055,8.786,2021,EIAR,Teff,NP,92,30.1,0,1106.666667
EIAR_206_3299,38.959,8.317,2021,EIAR,Teff,PKSZnB,0,30.1,49.8,1106.666667
16456_36.897716_11.958996,36.897716,11.958996,2004,P_calibration NSRC,Teff,N,138,0,0,1107
28308_38.905523_8.65667,38.905523,8.65667,2014,OARI_NPKS_Trial,Teff,NPKSZnB,138,30.13,66.1157,1107
EIAR_193_2908,38.24806,8.70311,2021,EIAR,Teff,PKSZnB,0,30.1,49.8,1108.444444
29068_38.802424_14.040348,38.802424,14.040348,2016,TARI_NPKS_Trial,Teff,NKSZnB,92,0,74.38,1108.48
EIAR_193_2915,38.24806,8.70311,2021,EIAR,Teff,Control,0,0,0,1109.333333
ORAI_89_4312,37.3292,7.3924,2021,OARI,Teff,NPSZnB,92,30.1,49.8,1109.38
OARI_90_4036,37.1518,8.1774,2021,OARI,Teff,Control,0,0,0,1109.38
OARI_92_4085,37.15,8.2088,2021,OARI,Teff,NKSZnB,92,0,49.8,1109.38
16393_36.880171_12.009017,36.880171,12.009017,2004,P_calibration NSRC,Teff,N,138,0,0,1109.777778
8786_36.243559_9.96126,36.243559,9.96126,2014,ATA_Balanced_Fertilizer_Trial,Teff,NPKSZnB,60,17.03056769,17,1110
15931_37.647006_8.295078,37.647006,8.295078,1996,P_calibration NSRC,Teff,P,0,40.17467249,0,1110
19505_37.422243_9.466765,37.422243,9.466765,2006,P_calibration NSRC,Teff,NP,138,20.08733624,0,1110
28710_37.114866_11.426354,37.114866,11.426354,2015,ARARI_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1110
29178_37.114866_11.426354,37.114866,11.426354,2015,ARARI_NPKS_Trial,Teff,NPKSZnB,92,20.08733624,74.38,1110
OARI_116_3735,39.16746,8.61399,2021,OARI,Teff,NPKSZn,69,20.1,49.8,1110
16328_36.826485_12.005726,36.826485,12.005726,2004,P_calibration NSRC,Teff,NP,46,40.17467249,0,1110.444444
16226_36.80833_12.024219,36.80833,12.024219,2004,P_calibration NSRC,Teff,N,92,0,0,1110.666667
1288_82,37.7071,7.124033,2020,SARI,Teff,NPKSZnB,60,16.6,46.5,1111
1345_102,37.67725,7.13465,2020,SARI,Teff,NPKSZnB,60,16.6,46.5,1111
2081_320,39.065667,12.55,2020,ARARI,Teff,NPKSZnB,60,16.6,46.5,1111
27969_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,66.1157,1111.111111
27976_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,46,30.13,66.1157,1111.111111
27983_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,PKSZnB,0,30.13,66.1157,1111.111111
28029_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,14.87603306,1111.111111
28047_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,14.87603306,1111.111111
28053_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,114.0495868,1111.111111
28065_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,14.87603306,1111.111111
28075_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,20.08733624,66.1157,1111.111111
28080_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,Control,0,0,0,1111.111111
28090_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,10.04366812,66.1157,1111.111111
28091_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,20.08733624,66.1157,1111.111111
28096_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,Control,0,0,0,1111.111111
28101_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,40.17467249,66.1157,1111.111111
28104_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,Control,0,0,0,1111.111111
28118_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,50.21834061,66.1157,1111.111111
28121_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKZnB,92,30.13,66.1157,1111.111111
28134_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,Control,0,0,0,1111.111111
28136_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,66.1157,1111.111111
28138_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,66.1157,1111.111111
28139_38.2_7.8,38.2,7.8,2015,EIAR_NPKS_Trial,Teff,NPKSZnB,92,30.13,66.1157,1111.111111
EIAR_138_1298,38.02162,10.23454,2021,EIAR,Teff,Control,0,0,0,1111.111111
EIAR_139_1320,38.0115,10.23323,2021,EIAR,Teff,NKSZnB,92,0,49.8,1111.111111
OARI_97_4236,38.50186,9.3646,2021,OARI,Teff,NKSZnB,92,0,49.8,1111.111111
OARI_97_4237,38.50186,9.3646,2021,OARI,Teff,PKSZnB,0,30.1,49.8,1111.111111
OARI_97_4223,38.50186,9.3646,2021,OARI,Teff,NPKSZn,92,30.1,49.8,1111.111111
15549_38.268846_14.115534,38.268846,14.115534,2003,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,1111.111111
15598_38.234818_14.120581,38.234818,14.120581,2003,P_calibration NSRC,Teff,NP,92,40.17467249,0,1111.111111
15794_38.260433_14.123996,38.260433,14.123996,2003,P_calibration NSRC,Teff,NP,92,10.04366812,0,1111.111111
15842_38.217695_14.132348,38.217695,14.132348,2003,P_calibration NSRC,Teff,P,0,10.04366812,0,1111.111111
15896_37.665135_8.285338,37.665135,8.285338,1996,P_calibration NSRC,Teff,N,92,0,0,1111.111111
16063_37.612439_8.318691,37.612439,8.318691,1996,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,1111.111111
16641_36.918134_11.357764,36.918134,11.357764,2007,P_calibration NSRC,Teff,NP,138,10.04366812,0,1111.111111
16783_36.916492_11.589465,36.916492,11.589465,2007,P_calibration NSRC,Teff,NP,46,20.08733624,0,1111.111111
16828_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,138,20.08733624,0,1111.111111
16838_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,92,20.08733624,0,1111.111111
16839_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,138,20.08733624,0,1111.111111
16847_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,138,40.17467249,0,1111.111111
16848_36.937148_11.342258,36.937148,11.342258,2007,P_calibration NSRC,Teff,NP,92,40.17467249,0,1111.111111
16886_36.934349_11.367492,36.934349,11.367492,2007,P_calibration NSRC,Teff,N,138,0,0,1111.111111
19860_41.945846_9.017081,41.945846,9.017081,2011,Cascape,Teff,NPK,64,20.09,22,1111.111111
19867_41.945846_9.017081,41.945846,9.017081,2011,Cascape,Teff,NPK,64,20.09,22,1111.111111
19868_41.945846_9.017081,41.945846,9.017081,2011,Cascape,Teff,NPSCa,64,20.09,0,1111.111111
19881_41.945846_9.017081,41.945846,9.017081,2011,Cascape,Teff,NPK,64,20.09,22,1111.111111
10460_38.732325_10.559364,38.732325,10.559364,2006,P_calibration NSRC,Teff,N,46,0,0,1111.622222
14854_38.24947_10.297861,38.24947,10.297861,2003,P_calibration NSRC,Teff,NP,46,40.17467249,0,1112.222222
ARARI_58_622,37.915419,11.020281,2021,ARARI,Teff,NPKZnB,46,30.1,49.8,1112.5
ARARI_74_1118,39.19009,9.78263,2021,ARARI,Teff,Control,0,0,0,1112.5
ARARI_75_1150,39.24195,9.83624,2021,ARARI,Teff,NPS,120,30.1,0,1112.5
OARI_114_3682,39.18648,8.66055,2021,OARI,Teff,NPSZnB,69,20.1,0,1112.5
OARI_95_4168,36.10903,8.50592,2021,OARI,Teff,NPKZnB,69,30.1,49.8,1112.5
OARI_96_4207,36.11506,8.41169,2021,OARI,Teff,PKSZnB,0,30.1,49.8,1112.5
10458_38.732325_10.559364,38.732325,10.559364,2006,P_calibration NSRC,Teff,P,0,40.17467249,0,1113.2
EIAR_200_3117,38.972,8.324,2021,EIAR,Teff,NKSZnB,92,0,49.8,1113.333333
29085_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,92,50.21834061,74.38,1113.75
29520_39.300583_10.432341,39.300583,10.432341,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,92,30.13100437,74.38,1113.75
29907_38.744131_14.04453,38.744131,14.04453,2015,TARI_NPKS_Trial,Teff,NPKSZnB,92,30.13100437,14.87603306,1114.103
ARARI_63_792,37.594222,11.199083,2021,ARARI,Teff,NPS,80,20.1,0,1114.166667
12087_38.270374_9.747493,38.270374,9.747493,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,1114.266667
12072_38.270374_9.747493,38.270374,9.747493,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,1114.922222
8813_36.5864_9.88762,36.5864,9.88762,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPKSB,60,15.72052402,0,1115
9049_38.127_7.30777,38.127,7.30777,2015,ATA_Balanced_Fertilizer_Trial,Teff,NPS,63,24.89082969,0,1115
OARI_114_3685,39.18648,8.66055,2021,OARI,Teff,NKSZnB,69,0,49.8,1115
29964_38.802424_14.040348,38.802424,14.040348,2016,TARI_NPKS_Trial,Teff,NPKSZnB,92,30.13100437,29.75206612,1115.128205
12073_38.270374_9.747493,38.270374,9.747493,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,1115.4
12111_38.458687_9.798623,38.458687,9.798623,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,1115.544444
12019_38.343879_9.855163,38.343879,9.855163,2006,P_calibration NSRC,Teff,NP,92,40.17467249,0,1115.611111
12067_38.270374_9.747493,38.270374,9.747493,2006,P_calibration NSRC,Teff,N,46,0,0,1115.677778
10418_38.717235_10.531234,38.717235,10.531234,2006,P_calibration NSRC,Teff,P,0,10.04366812,0,1115.933333
34351_36.491735_8.752441,36.491735,8.752441,1998,Deressa et al. 2004,Teff,N,64,0,0,1116
28602_37.000151_11.41079,37.000151,11.41079,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,138,30.13,66.1157,1116.5
12266_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,N,138,0,0,1116.566667
15558_38.240061_14.132117,38.240061,14.132117,2003,P_calibration NSRC,Teff,NP,46,40.17467249,0,1116.666667
15883_37.665135_8.285338,37.665135,8.285338,1996,P_calibration NSRC,Teff,NPK,92,10.04366812,49.58677686,1116.666667
ARARI_69_968,39.20105,9.79742,2021,ARARI,Teff,Control,0,0,0,1116.666667
ARARI_75_1128,39.24195,9.83624,2021,ARARI,Teff,NPKSZn,120,30.1,49.8,1116.666667
12234_38.36819_9.853845,38.36819,9.853845,2006,P_calibration NSRC,Teff,NP,46,10.04366812,0,1116.8
12316_38.359042_9.840788,38.359042,9.840788,2006,P_calibration NSRC,Teff,Control,0,0,0,1116.855556
16538_36.862466_11.990247,36.862466,11.990247,2004,P_calibration NSRC,Teff,NP,138,20.08733624,0,1117
12176_38.289719_9.847721,38.289719,9.847721,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,1117.011111
16323_36.826485_12.005726,36.826485,12.005726,2004,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,1117.111111
ARARI_66_857,37.473222,11.296583,2021,ARARI,Teff,NPKSZn,80,20.1,49.8,1117.5
OARI_115_3702,39.16746,8.61399,2021,OARI,Teff,NPKSZnB,69,20.1,49.8,1117.5
12114_38.458687_9.798623,38.458687,9.798623,2006,P_calibration NSRC,Teff,NP,46,20.08733624,0,1117.644444
12135_38.458687_9.798623,38.458687,9.798623,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,1117.877778
29428_38.744131_14.04453,38.744131,14.04453,2015,SARI_NPKS_Trial,Teff,NPKZnB,92,30.13100437,74.38,1117.949
12268_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,NP,46,40.17467249,0,1118.011111
12257_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,N,46,0,0,1118.044444
12260_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,1118.077778
12277_38.317912_9.797382,38.317912,9.797382,2006,P_calibration NSRC,Teff,N,46,0,0,1118.2
10175_38.705753_10.526886,38.705753,10.526886,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,1118.244444
12181_38.289719_9.847721,38.289719,9.847721,2006,P_calibration NSRC,Teff,NPK,138,40.17467249,49.58677686,1118.266667
ARARI_58_614,37.915419,11.020281,2021,ARARI,Teff,NPKSZnB,46,30.1,49.8,1118.333333
12147_38.232208_9.797547,38.232208,9.797547,2006,P_calibration NSRC,Teff,N,46,0,0,1118.388889
10374_38.728857_10.549191,38.728857,10.549191,2006,P_calibration NSRC,Teff,N,138,0,0,1118.411111
28544_38.422078_11.807463,38.422078,11.807463,2014,ARARI_NPKS_Trial,Teff,NPKSZnB,92,30.13,66.1157,1118.5
12099_38.270374_9.747493,38.270374,9.747493,2006,P_calibration NSRC,Teff,NP,92,10.04366812,0,1118.555556
12136_38.232208_9.797547,38.232208,9.797547,2006,P_calibration NSRC,Teff,Control,0,0,0,1118.888889
16158_37.636021_8.289864,37.636021,8.289864,1996,P_calibration NSRC,Teff,NP,138,40.17467249,0,1118.888889
12196_38.289719_9.847721,38.289719,9.847721,2006,P_calibration NSRC,Teff,N,138,0,0,1118.966667
12151_38.232208_9.797547,38.232208,9.797547,2006,P_calibration NSRC,Teff,P,0,20.08733624,0,1119.277778
